"61";"Eye for an Eye";"1996";"116260";"17182";"Drama";"Thriller";"-";"-";"-"
"62";"Mr. Holland's Opus";"1995";"113862";"2054";"Drama";"-";"-";"-";"-"
"63";"Don't Be a Menace to South Central While Drinking Your Juice in the Hood";"1996";"116126";"10607";"Comedy";"Crime";"-";"-";"-"
"64";"Two if by Sea";"1996";"118002";"19760";"Comedy";"Romance";"-";"-";"-"
"65";"Bio-Dome";"1996";"115683";"9536";"Comedy";"-";"-";"-";"-"
"66";"Lawnmower Man 2: Beyond Cyberspace";"1996";"116839";"11525";"Action";"Sci-Fi";"Thriller";"-";"-"
"68";"French Twist (Gazon maudit)";"1995";"113149";"4482";"Comedy";"Romance";"-";"-";"-"
"69";"Friday";"1995";"113118";"10634";"Comedy";"-";"-";"-";"-"
"70";"From Dusk Till Dawn";"1996";"116367";"755";"Action";"Comedy";"Horror";"Thriller";"-"
"71";"Fair Game";"1995";"113010";"11859";"Action";"-";"-";"-";"-"
"72";"Kicking and Screaming";"1995";"113537";"28387";"Comedy";"Drama";"-";"-";"-"
"73";"Misérables, Les";"1995";"113828";"48750";"Drama";"War";"-";"-";"-"
"74";"Bed of Roses";"1996";"115644";"20927";"Drama";"Romance";"-";"-";"-"
"75";"Big Bully";"1996";"115676";"36929";"Comedy";"Drama";"-";"-";"-"
"76";"Screamers";"1995";"114367";"9102";"Action";"Sci-Fi";"Thriller";"-";"-"
"77";"Nico Icon";"1995";"113973";"124626";"Documentary";"-";"-";"-";"-"
"78";"The Crossing Guard";"1995";"112744";"27526";"Action";"Crime";"Drama";"Thriller";"-"
"79";"The Juror";"1996";"116731";"9623";"Drama";"Thriller";"-";"-";"-"
"80";"The White Balloon (Badkonake sefid)";"1995";"112445";"46785";"Children";"Drama";"-";"-";"-"
"81";"Things to Do in Denver When You're Dead";"1995";"114660";"400";"Crime";"Drama";"Romance";"-";"-"
"82";"Antonia's Line (Antonia)";"1995";"112379";"880";"Comedy";"Drama";"-";"-";"-"
"83";"Once Upon a Time... When We Were Colored";"1995";"114039";"146599";"Drama";"Romance";"-";"-";"-"
"85";"Angels and Insects";"1995";"112365";"8447";"Drama";"Romance";"-";"-";"-"
"86";"White Squall";"1996";"118158";"10534";"Action";"Adventure";"Drama";"-";"-"
"87";"Dunston Checks In";"1996";"116151";"17414";"Children";"Comedy";"-";"-";"-"
"88";"Black Sheep";"1996";"115697";"13997";"Comedy";"-";"-";"-";"-"
"89";"Nick of Time";"1995";"113972";"2086";"Action";"Thriller";"-";"-";"-"
"92";"Mary Reilly";"1996";"117002";"9095";"Drama";"Horror";"Thriller";"-";"-"
"93";"Vampire in Brooklyn";"1995";"114825";"12158";"Comedy";"Horror";"Romance";"-";"-"
"94";"Beautiful Girls";"1996";"115639";"9283";"Comedy";"Drama";"Romance";"-";"-"
"95";"Broken Arrow";"1996";"115759";"9208";"Action";"Adventure";"Thriller";"-";"-"
"96";"In the Bleak Midwinter";"1995";"113403";"40154";"Comedy";"Drama";"-";"-";"-"
"97";"Hate (Haine, La)";"1995";"113247";"406";"Crime";"Drama";"-";"-";"-"
"99";"Heidi Fleiss: Hollywood Madam";"1995";"113283";"63076";"Documentary";"-";"-";"-";"-"
"100";"City Hall";"1996";"115907";"11062";"Drama";"Thriller";"-";"-";"-"
"101";"Bottle Rocket";"1996";"115734";"13685";"Adventure";"Comedy";"Crime";"Romance";"-"
"102";"Mr. Wrong";"1996";"117102";"47475";"Comedy";"-";"-";"-";"-"
"103";"Unforgettable";"1996";"118040";"2045";"Mystery";"Sci-Fi";"Thriller";"-";"-"
"104";"Happy Gilmore";"1996";"116483";"9614";"Comedy";"-";"-";"-";"-"
"105";"The Bridges of Madison County";"1995";"112579";"688";"Drama";"Romance";"-";"-";"-"
"106";"Nobody Loves Me (Keiner liebt mich)";"1994";"110251";"11907";"Comedy";"Drama";"-";"-";"-"
"107";"Muppet Treasure Island";"1996";"117110";"10874";"Adventure";"Children";"Comedy";"Musical";"-"
"108";"Catwalk";"1996";"112646";"89333";"Documentary";"-";"-";"-";"-"
"110";"Braveheart";"1995";"112573";"197";"Action";"Drama";"War";"-";"-"
"111";"Taxi Driver";"1976";"75314";"103";"Crime";"Drama";"Thriller";"-";"-"
"112";"Rumble in the Bronx (Hont faan kui)";"1995";"113326";"33542";"Action";"Adventure";"Comedy";"Crime";"-"
"113";"Before and After";"1996";"115645";"43566";"Drama";"Mystery";"-";"-";"-"
"116";"Anne Frank Remembered";"1995";"112373";"51352";"Documentary";"-";"-";"-";"-"
"117";"The Young Poisoner's Handbook";"1995";"115033";"16934";"Crime";"Drama";"-";"-";"-"
"118";"If Lucy Fell";"1996";"116606";"10324";"Comedy";"Romance";"-";"-";"-"
"119";"Steal Big, Steal Little";"1995";"114536";"78406";"Comedy";"-";"-";"-";"-"
"121";"The Boys of St. Vincent";"1992";"106473";"32119";"Drama";"-";"-";"-";"-"
"122";"Boomerang";"1992";"103859";"11066";"Comedy";"Romance";"-";"-";"-"
"123";"Chungking Express (Chung Hing sam lam)";"1994";"109424";"11104";"Drama";"Mystery";"Romance";"-";"-"
"125";"Flirting With Disaster";"1996";"116324";"2074";"Comedy";"-";"-";"-";"-"
"126";"The NeverEnding Story III";"1994";"110647";"27793";"Adventure";"Children";"Fantasy";"-";"-"
"128";"Jupiter's Wife";"1994";"110217";"290157";"Documentary";"-";"-";"-";"-"
"129";"Pie in the Sky";"1996";"114131";"110972";"Comedy";"Romance";"-";"-";"-"
"132";"Jade";"1995";"113451";"11863";"Thriller";"-";"-";"-";"-"
"135";"Down Periscope";"1996";"116130";"9101";"Comedy";"-";"-";"-";"-"
"137";"Man of the Year";"1995";"113756";"5757";"Documentary";"-";"-";"-";"-"
"140";"Up Close and Personal";"1996";"118055";"9302";"Drama";"Romance";"-";"-";"-"
"141";"The Birdcage";"1996";"115685";"11000";"Comedy";"-";"-";"-";"-"
"144";"The Brothers McMullen";"1995";"112585";"16388";"Comedy";"-";"-";"-";"-"
"145";"Bad Boys";"1995";"112442";"9737";"Action";"Comedy";"Crime";"Drama";"Thriller"
"146";"The Amazing Panda Adventure";"1995";"112342";"30765";"Adventure";"Children";"-";"-";"-"
"147";"The Basketball Diaries";"1995";"112461";"10474";"Drama";"-";"-";"-";"-"
"148";"Awfully Big Adventure, An";"1995";"112427";"22279";"Drama";"-";"-";"-";"-"
"149";"Amateur";"1994";"109093";"30157";"Crime";"Drama";"Thriller";"-";"-"
"150";"Apollo 13";"1995";"112384";"568";"Adventure";"Drama";"IMAX";"-";"-"
"151";"Rob Roy";"1995";"114287";"11780";"Action";"Drama";"Romance";"War";"-"
"152";"The Addiction";"1995";"112288";"34996";"Drama";"Horror";"-";"-";"-"
"153";"Batman Forever";"1995";"112462";"414";"Action";"Adventure";"Comedy";"Crime";"-"
"154";"Beauty of the Day (Belle de jour)";"1967";"61395";"649";"Drama";"-";"-";"-";"-"
"155";"Beyond Rangoon";"1995";"112495";"1873";"Adventure";"Drama";"War";"-";"-"
"156";"Blue in the Face";"1995";"112541";"5894";"Comedy";"Drama";"-";"-";"-"
"157";"Canadian Bacon";"1995";"109370";"1775";"Comedy";"War";"-";"-";"-"
"158";"Casper";"1995";"112642";"8839";"Adventure";"Children";"-";"-";"-"
"159";"Clockers";"1995";"112688";"20649";"Crime";"Drama";"Mystery";"-";"-"
"160";"Congo";"1995";"112715";"10329";"Action";"Adventure";"Mystery";"Sci-Fi";"-"
"161";"Crimson Tide";"1995";"112740";"8963";"Drama";"Thriller";"War";"-";"-"
"162";"Crumb";"1994";"109508";"26564";"Documentary";"-";"-";"-";"-"
"163";"Desperado";"1995";"112851";"8068";"Action";"Romance";"Western";"-";"-"
"164";"Devil in a Blue Dress";"1995";"112857";"8512";"Crime";"Film-Noir";"Mystery";"Thriller";"-"
"165";"Die Hard: With a Vengeance";"1995";"112864";"1572";"Action";"Crime";"Thriller";"-";"-"
"166";"The Doom Generation";"1995";"112887";"13552";"Comedy";"Crime";"Drama";"-";"-"
"168";"First Knight";"1995";"113071";"6520";"Action";"Drama";"Romance";"-";"-"
"169";"Free Willy 2: The Adventure Home";"1995";"113114";"9073";"Adventure";"Children";"Drama";"-";"-"
"170";"Hackers";"1995";"113243";"10428";"Action";"Adventure";"Crime";"Thriller";"-"
"171";"Jeffrey";"1995";"113464";"17447";"Comedy";"Drama";"-";"-";"-"
"172";"Johnny Mnemonic";"1995";"113481";"9886";"Action";"Sci-Fi";"Thriller";"-";"-"
"173";"Judge Dredd";"1995";"113492";"9482";"Action";"Crime";"Sci-Fi";"-";"-"
"174";"Jury Duty";"1995";"113500";"19326";"Comedy";"-";"-";"-";"-"
"175";"Kids";"1995";"113540";"9344";"Drama";"-";"-";"-";"-"
"176";"Living in Oblivion";"1995";"113677";"9071";"Comedy";"-";"-";"-";"-"
"177";"Lord of Illusions";"1995";"113690";"8973";"Horror";"-";"-";"-";"-"
"178";"Love & Human Remains";"1993";"107447";"15730";"Comedy";"Drama";"-";"-";"-"
"179";"Mad Love";"1995";"113729";"47608";"Drama";"Romance";"-";"-";"-"
"180";"Mallrats";"1995";"113749";"2293";"Comedy";"Romance";"-";"-";"-"
"181";"Mighty Morphin Power Rangers: The Movie";"1995";"113820";"9070";"Action";"Children";"-";"-";"-"
"183";"Mute Witness";"1994";"110604";"48787";"Comedy";"Horror";"Thriller";"-";"-"
"184";"Nadja";"1994";"110620";"34574";"Drama";"-";"-";"-";"-"
"185";"The Net";"1995";"113957";"1642";"Action";"Crime";"Thriller";"-";"-"
"186";"Nine Months";"1995";"113986";"11472";"Comedy";"Romance";"-";"-";"-"
"187";"Party Girl";"1995";"114095";"36196";"Comedy";"-";"-";"-";"-"
"188";"The Prophecy";"1995";"114194";"11980";"Fantasy";"Horror";"Mystery";"-";"-"
"189";"Reckless";"1995";"114241";"58372";"Comedy";"Fantasy";"-";"-";"-"
"190";"Safe";"1995";"114323";"32646";"Thriller";"-";"-";"-";"-"
"191";"The Scarlet Letter";"1995";"114345";"10533";"Drama";"Romance";"-";"-";"-"
"193";"Showgirls";"1995";"114436";"10802";"Drama";"-";"-";"-";"-"
"194";"Smoke";"1995";"114478";"10149";"Comedy";"Drama";"-";"-";"-"
"195";"Something to Talk About";"1995";"114496";"18402";"Comedy";"Drama";"Romance";"-";"-"
"196";"Species";"1995";"114508";"9348";"Horror";"Sci-Fi";"-";"-";"-"
"198";"Strange Days";"1995";"114558";"281";"Action";"Crime";"Drama";"Mystery";"Sci-Fi"
"199";"The Umbrellas of Cherbourg (Parapluies de Cherbourg, Les)";"1964";"58450";"5967";"Drama";"Musical";"Romance";"-";"-"
"201";"Three Wishes";"1995";"114663";"47939";"Drama";"Fantasy";"-";"-";"-"
"202";"Total Eclipse";"1995";"114702";"36834";"Drama";"Romance";"-";"-";"-"
"203";"To Wong Foo, Thanks for Everything! Julie Newmar";"1995";"114682";"9090";"Comedy";"-";"-";"-";"-"
"204";"Under Siege 2: Dark Territory";"1995";"114781";"3512";"Action";"-";"-";"-";"-"
"205";"Unstrung Heroes";"1995";"114798";"52856";"Comedy";"Drama";"-";"-";"-"
"206";"Unzipped";"1995";"114805";"77350";"Documentary";"-";"-";"-";"-"
"207";"Walk in the Clouds, A";"1995";"114887";"9560";"Drama";"Romance";"-";"-";"-"
"208";"Waterworld";"1995";"114898";"9804";"Action";"Adventure";"Sci-Fi";"-";"-"
"209";"White Man's Burden";"1995";"114928";"31611";"Drama";"-";"-";"-";"-"
"210";"Wild Bill";"1995";"114938";"65796";"Western";"-";"-";"-";"-"
"211";"The Browning Version";"1994";"109340";"49805";"Drama";"-";"-";"-";"-"
"212";"Bushwhacked";"1995";"112602";"26258";"Adventure";"Comedy";"Crime";"Mystery";"-"
"213";"Burnt by the Sun (Utomlyonnye solntsem)";"1994";"111579";"50797";"Drama";"-";"-";"-";"-"
"214";"Before the Rain (Pred dozhdot)";"1994";"110882";"19155";"Drama";"War";"-";"-";"-"
"215";"Before Sunrise";"1995";"112471";"76";"Drama";"Romance";"-";"-";"-"
"216";"Billy Madison";"1995";"112508";"11017";"Comedy";"-";"-";"-";"-"
"217";"The Babysitter";"1995";"112438";"37141";"Drama";"Thriller";"-";"-";"-"
"218";"Boys on the Side";"1995";"112571";"9382";"Comedy";"Drama";"-";"-";"-"
"219";"The Cure";"1995";"112757";"6715";"Drama";"-";"-";"-";"-"
"220";"Castle Freak";"1995";"112643";"18256";"Horror";"-";"-";"-";"-"
"222";"Circle of Friends";"1995";"112679";"22625";"Drama";"Romance";"-";"-";"-"
"223";"Clerks";"1994";"109445";"2292";"Comedy";"-";"-";"-";"-"
"224";"Don Juan DeMarco";"1995";"112883";"1909";"Comedy";"Drama";"Romance";"-";"-"
"225";"Disclosure";"1994";"109635";"8984";"Drama";"Thriller";"-";"-";"-"
"227";"Drop Zone";"1994";"109676";"4954";"Action";"Thriller";"-";"-";"-"
"228";"Destiny Turns on the Radio";"1995";"112854";"62488";"Comedy";"-";"-";"-";"-"
"229";"Death and the Maiden";"1994";"109579";"10531";"Drama";"Thriller";"-";"-";"-"
"230";"Dolores Claiborne";"1995";"109642";"11929";"Drama";"Thriller";"-";"-";"-"
"231";"Dumb & Dumber (Dumb and Dumber)";"1994";"109686";"8467";"Adventure";"Comedy";"-";"-";"-"
"232";"Eat Drink Man Woman (Yin shi nan nu)";"1994";"111797";"10451";"Comedy";"Drama";"Romance";"-";"-"
"233";"Exotica";"1994";"109759";"20156";"Drama";"-";"-";"-";"-"
"234";"Exit to Eden";"1994";"109758";"18395";"Comedy";"-";"-";"-";"-"
"235";"Ed Wood";"1994";"109707";"522";"Comedy";"Drama";"-";"-";"-"
"236";"French Kiss";"1995";"113117";"397";"Action";"Comedy";"Romance";"-";"-"
"237";"Forget Paris";"1995";"113097";"10525";"Comedy";"Romance";"-";"-";"-"
"238";"Far From Home: The Adventures of Yellow Dog";"1995";"113028";"27985";"Adventure";"Children";"-";"-";"-"
"239";"Goofy Movie, A";"1995";"113198";"15789";"Animation";"Children";"Comedy";"Romance";"-"
"240";"Hideaway";"1995";"113303";"27303";"Thriller";"-";"-";"-";"-"
"241";"Fluke";"1995";"113089";"21183";"Children";"Drama";"-";"-";"-"
"242";"Farinelli: il castrato";"1994";"109771";"10954";"Drama";"Musical";"-";"-";"-"
"243";"Gordy";"1995";"113199";"47867";"Children";"Comedy";"Fantasy";"-";"-"
"246";"Hoop Dreams";"1994";"110057";"14275";"Documentary";"-";"-";"-";"-"
"247";"Heavenly Creatures";"1994";"110005";"1024";"Crime";"Drama";"-";"-";"-"
"248";"Houseguest";"1994";"110066";"17207";"Comedy";"-";"-";"-";"-"
"249";"Immortal Beloved";"1994";"110116";"13701";"Drama";"Romance";"-";"-";"-"
"250";"Heavyweights (Heavy Weights)";"1995";"110006";"14819";"Children";"Comedy";"-";"-";"-"
"251";"The Hunted";"1995";"113360";"32631";"Action";"-";"-";"-";"-"
"252";"I.Q.";"1994";"110099";"11777";"Comedy";"Romance";"-";"-";"-"
"253";"Interview with the Vampire: The Vampire Chronicles";"1994";"110148";"628";"Drama";"Horror";"-";"-";"-"
"254";"Jefferson in Paris";"1995";"113463";"87729";"Drama";"-";"-";"-";"-"
"255";"The Jerky Boys";"1995";"110189";"18713";"Comedy";"-";"-";"-";"-"
"256";"Junior";"1994";"110216";"6280";"Comedy";"Sci-Fi";"-";"-";"-"
"257";"Just Cause";"1995";"113501";"9061";"Mystery";"Thriller";"-";"-";"-"
"258";"Kid in King Arthur's Court, A";"1995";"113538";"37108";"Adventure";"Children";"Comedy";"Fantasy";"Romance"
"259";"Kiss of Death";"1995";"113552";"6071";"Crime";"Drama";"Thriller";"-";"-"
"260";"Star Wars: Episode IV - A New Hope";"1977";"76759";"11";"Action";"Adventure";"Sci-Fi";"-";"-"
"261";"Little Women";"1994";"110367";"9587";"Drama";"-";"-";"-";"-"
"262";"Little Princess, A";"1995";"113670";"19101";"Children";"Drama";"-";"-";"-"
"263";"Ladybird Ladybird";"1994";"110296";"49980";"Drama";"-";"-";"-";"-"
"265";"Like Water for Chocolate (Como agua para chocolate)";"1992";"103994";"18183";"Drama";"Fantasy";"Romance";"-";"-"
"266";"Legends of the Fall";"1994";"110322";"4476";"Drama";"Romance";"War";"Western";"-"
"267";"Major Payne";"1995";"110443";"11008";"Comedy";"-";"-";"-";"-"
"269";"My Crazy Life (Mi vida loca)";"1993";"107566";"32325";"Drama";"-";"-";"-";"-"
"270";"Love Affair";"1994";"110391";"43742";"Drama";"Romance";"-";"-";"-"
"271";"Losing Isaiah";"1995";"113691";"28313";"Drama";"-";"-";"-";"-"
"272";"The Madness of King George";"1994";"110428";"11318";"Comedy";"Drama";"-";"-";"-"
"273";"Mary Shelley's Frankenstein (Frankenstein)";"1994";"109836";"3036";"Drama";"Horror";"Sci-Fi";"-";"-"
"274";"Man of the House";"1995";"113755";"40490";"Comedy";"-";"-";"-";"-"
"275";"Mixed Nuts";"1994";"110538";"24070";"Comedy";"-";"-";"-";"-"
"276";"Milk Money";"1994";"110516";"8986";"Comedy";"Romance";"-";"-";"-"
"277";"Miracle on 34th Street";"1994";"110527";"10510";"Drama";"-";"-";"-";"-"
"278";"Miami Rhapsody";"1995";"113808";"17402";"Comedy";"-";"-";"-";"-"
"279";"My Family";"1995";"113896";"38722";"Drama";"-";"-";"-";"-"
"280";"Murder in the First";"1995";"113870";"8438";"Drama";"Thriller";"-";"-";"-"
"281";"Nobody's Fool";"1994";"110684";"11593";"Comedy";"Drama";"Romance";"-";"-"
"282";"Nell";"1994";"110638";"1945";"Drama";"-";"-";"-";"-"
"283";"New Jersey Drive";"1995";"113967";"39310";"Crime";"Drama";"-";"-";"-"
"284";"New York Cop (Nyû Yôku no koppu)";"1993";"117169";"109560";"Action";"Crime";"-";"-";"-"
"285";"Beyond Bedlam";"1993";"106402";"56428";"Drama";"Horror";"-";"-";"-"
"287";"Nina Takes a Lover";"1994";"110671";"131957";"Comedy";"Romance";"-";"-";"-"
"288";"Natural Born Killers";"1994";"110632";"241";"Action";"Crime";"Thriller";"-";"-"
"289";"Only You";"1994";"110737";"9058";"Comedy";"Romance";"-";"-";"-"
"290";"Once Were Warriors";"1994";"110729";"527";"Crime";"Drama";"-";"-";"-"
"291";"Poison Ivy II";"1996";"114151";"18220";"Drama";"Thriller";"-";"-";"-"
"292";"Outbreak";"1995";"114069";"6950";"Action";"Drama";"Sci-Fi";"Thriller";"-"
"293";"Léon: The Professional (a.k.a. The Professional) (Léon)";"1994";"110413";"101";"Action";"Crime";"Drama";"Thriller";"-"
"294";"The Perez Family";"1995";"114113";"63020";"Comedy";"Romance";"-";"-";"-"
"295";"Pyromaniac's Love Story, A";"1995";"114210";"2307";"Comedy";"Romance";"-";"-";"-"
"296";"Pulp Fiction";"1994";"110912";"680";"Comedy";"Crime";"Drama";"Thriller";"-"
"298";"Pushing Hands (Tui shou)";"1992";"105652";"25296";"Drama";"-";"-";"-";"-"
"299";"Priest";"1994";"110889";"40156";"Drama";"-";"-";"-";"-"
"300";"Quiz Show";"1994";"110932";"11450";"Drama";"-";"-";"-";"-"
"301";"Picture Bride (Bijo photo)";"1994";"114129";"30304";"Drama";"Romance";"-";"-";"-"
"302";"Queen Margot (Reine Margot, La)";"1994";"110963";"10452";"Drama";"Romance";"-";"-";"-"
"303";"The Quick and the Dead";"1995";"114214";"12106";"Action";"Thriller";"Western";"-";"-"
"304";"Roommates";"1995";"114296";"161495";"Comedy";"Drama";"-";"-";"-"
"305";"Ready to Wear (Pret-A-Porter)";"1994";"110907";"3586";"Comedy";"-";"-";"-";"-"
"306";"Three Colors: Red (Trois couleurs: Rouge)";"1994";"111495";"110";"Drama";"-";"-";"-";"-"
"307";"Three Colors: Blue (Trois couleurs: Bleu)";"1993";"108394";"108";"Drama";"-";"-";"-";"-"
"308";"Three Colors: White (Trzy kolory: Bialy)";"1994";"111507";"109";"Comedy";"Drama";"-";"-";"-"
"310";"Rent-a-Kid";"1995";"114268";"36357";"Comedy";"-";"-";"-";"-"
"311";"Relative Fear";"1994";"110965";"92769";"Horror";"Thriller";"-";"-";"-"
"312";"Stuart Saves His Family";"1995";"114571";"28033";"Comedy";"-";"-";"-";"-"
"313";"The Swan Princess";"1994";"111333";"22586";"Animation";"Children";"-";"-";"-"
"314";"The Secret of Roan Inish";"1994";"111112";"14334";"Children";"Drama";"Fantasy";"Mystery";"-"
"315";"The Specialist";"1994";"111255";"2636";"Action";"Drama";"Thriller";"-";"-"
"316";"Stargate";"1994";"111282";"2164";"Action";"Adventure";"Sci-Fi";"-";"-"
"317";"The Santa Clause";"1994";"111070";"11395";"Comedy";"Drama";"Fantasy";"-";"-"
"318";"The Shawshank Redemption";"1994";"111161";"278";"Crime";"Drama";"-";"-";"-"
"319";"Shallow Grave";"1994";"111149";"9905";"Comedy";"Drama";"Thriller";"-";"-"
"320";"Suture";"1993";"108260";"87078";"Film-Noir";"Thriller";"-";"-";"-"
"321";"Strawberry and Chocolate (Fresa y chocolate)";"1993";"106966";"12527";"Drama";"-";"-";"-";"-"
"322";"Swimming with Sharks";"1995";"114594";"20306";"Comedy";"Drama";"-";"-";"-"
"324";"The Sum of Us";"1994";"111309";"36614";"Comedy";"Drama";"-";"-";"-"
"325";"National Lampoon's Senior Trip";"1995";"113936";"27993";"Comedy";"-";"-";"-";"-"
"326";"To Live (Huozhe)";"1994";"110081";"31439";"Drama";"-";"-";"-";"-"
"327";"Tank Girl";"1995";"114614";"9067";"Action";"Comedy";"Sci-Fi";"-";"-"
"328";"Tales from the Crypt Presents: Demon Knight";"1995";"114608";"9059";"Horror";"Thriller";"-";"-";"-"
"329";"Star Trek: Generations";"1994";"111280";"193";"Adventure";"Drama";"Sci-Fi";"-";"-"
"330";"Tales from the Hood";"1995";"114609";"25066";"Action";"Crime";"Horror";"-";"-"
"331";"Tom & Viv";"1994";"111454";"46797";"Drama";"-";"-";"-";"-"
"332";"Village of the Damned";"1995";"114852";"12122";"Horror";"Sci-Fi";"-";"-";"-"
"333";"Tommy Boy";"1995";"114694";"11381";"Comedy";"-";"-";"-";"-"
"334";"Vanya on 42nd Street";"1994";"111590";"32636";"Drama";"-";"-";"-";"-"
"335";"Underneath";"1995";"114788";"36141";"Mystery";"Thriller";"-";"-";"-"
"336";"The Walking Dead";"1995";"114888";"95963";"Drama";"War";"-";"-";"-"
"337";"What's Eating Gilbert Grape";"1993";"108550";"1587";"Drama";"-";"-";"-";"-"
"338";"Virtuosity";"1995";"114857";"9271";"Action";"Sci-Fi";"Thriller";"-";"-"
"339";"While You Were Sleeping";"1995";"114924";"2064";"Comedy";"Romance";"-";"-";"-"
"340";"The War";"1994";"111667";"19855";"Adventure";"Drama";"War";"-";"-"
"341";"Double Happiness";"1994";"109655";"60855";"Drama";"-";"-";"-";"-"
